from,to,title,group,value
10,1248,Wochenblick,Wochenblick,2
3,1248,Wochenblick,2021,2
512,1249,ntv,ntv,2
3,1249,ntv,2021,2
2,1250,ScienceFiles,ScienceFiles,2
3,1250,ScienceFiles,2021,2
6,1251,tp - Science & Technology,tp - Science & Technology,2
3,1251,tp - Science & Technology,2021,2
84,1252,2020 News,2020 News,2
11,1252,2020 News,2020,2
6,1253,tp - Science & Technology,tp - Science & Technology,2
3,1253,tp - Science & Technology,2021,2
92,1254,Focus Online,Focus Online,2
3,1254,Focus Online,2021,2
10,1255,Wochenblick,Wochenblick,2
3,1255,Wochenblick,2021,2
121,1256,Unser Mitteleuropa,Unser Mitteleuropa,2
3,1256,Unser Mitteleuropa,2021,2
92,1257,Focus Online,Focus Online,2
3,1257,Focus Online,2021,2
2,1258,ScienceFiles,ScienceFiles,2
3,1258,ScienceFiles,2021,2
27,1259,Die Ostschweiz,Die Ostschweiz,2
3,1259,Die Ostschweiz,2021,2
8,1260,RT DE,RT DE,2
3,1260,RT DE,2021,2
13,1261,Achgut.com,Achgut.com,2
11,1261,Achgut.com,2020,2
49,1262,reitschuster,reitschuster,2
3,1262,reitschuster,2021,2
8,1263,RT DE,RT DE,2
3,1263,RT DE,2021,2
8,1264,RT DE,RT DE,2
3,1264,RT DE,2021,2
420,1265,ZDF,ZDF,2
11,1265,ZDF,2020,2
27,1266,Die Ostschweiz,Die Ostschweiz,2
3,1266,Die Ostschweiz,2021,2
6,1267,tp - Science & Technology,tp - Science & Technology,2
3,1267,tp - Science & Technology,2021,2
159,1268,Weltwoche daily,Weltwoche daily,2
3,1268,Weltwoche daily,2021,2
19,1269,Epoch Times,Epoch Times,2
3,1269,Epoch Times,2021,2
49,1270,reitschuster,reitschuster,2
11,1270,reitschuster,2020,2
450,1271,tagesschau.de,tagesschau.de,2
11,1271,tagesschau.de,2020,2
37,1272,Corona Transition,Corona Transition,2
3,1272,Corona Transition,2021,2
8,1273,RT DE,RT DE,2
3,1273,RT DE,2021,2
19,1274,Epoch Times,Epoch Times,2
11,1274,Epoch Times,2020,2
10,1275,Wochenblick,Wochenblick,2
3,1275,Wochenblick,2021,2
6,1276,tp - Science & Technology,tp - Science & Technology,2
3,1276,tp - Science & Technology,2021,2
92,1277,Focus Online,Focus Online,2
3,1277,Focus Online,2021,2
109,1278,Berliner Zeitung,Berliner Zeitung,2
3,1278,Berliner Zeitung,2021,2
84,1279,2020 News,2020 News,2
11,1279,2020 News,2020,2
6,1280,tp - Science & Technology,tp - Science & Technology,2
3,1280,tp - Science & Technology,2021,2
37,1281,Corona Transition,Corona Transition,2
3,1281,Corona Transition,2021,2
10,1282,Wochenblick,Wochenblick,2
3,1282,Wochenblick,2021,2
10,1283,Wochenblick,Wochenblick,2
3,1283,Wochenblick,2021,2
80,1284,INFOsperber,INFOsperber,2
3,1284,INFOsperber,2021,2
462,1285,Nau,Nau,2
3,1285,Nau,2021,2
8,1286,RT DE,RT DE,2
3,1286,RT DE,2021,2
37,1287,Corona Transition,Corona Transition,2
3,1287,Corona Transition,2021,2
10,1288,Wochenblick,Wochenblick,2
3,1288,Wochenblick,2021,2
19,1289,Epoch Times,Epoch Times,2
3,1289,Epoch Times,2021,2
54,1290,Tichys Einblick,Tichys Einblick,2
3,1290,Tichys Einblick,2021,2
37,1291,Corona Transition,Corona Transition,2
3,1291,Corona Transition,2021,2
80,1292,INFOsperber,INFOsperber,2
3,1292,INFOsperber,2021,2
1140,1293,Verfassungsfreunde,Verfassungsfreunde,2
3,1293,Verfassungsfreunde,2021,2
2,1294,ScienceFiles,ScienceFiles,2
3,1294,ScienceFiles,2021,2
84,1295,2020 News,2020 News,2
3,1295,2020 News,2021,2
27,1296,Die Ostschweiz,Die Ostschweiz,2
3,1296,Die Ostschweiz,2021,2
183,1297,corona-blog.net,corona-blog.net,2
3,1297,corona-blog.net,2021,2
1140,1298,Verfassungsfreunde,Verfassungsfreunde,2
3,1298,Verfassungsfreunde,2021,2
8,1299,RT DE,RT DE,2
3,1299,RT DE,2021,2
8,1300,RT DE,RT DE,2
11,1300,RT DE,2020,2
1302,1301,Monitor,Monitor,2
11,1301,Monitor,2020,2
27,1303,Die Ostschweiz,Die Ostschweiz,2
3,1303,Die Ostschweiz,2021,2
84,1304,2020 News,2020 News,2
3,1304,2020 News,2021,2
286,1305,Swissmedic,Swissmedic,2
3,1305,Swissmedic,2021,2
10,1306,Wochenblick,Wochenblick,2
3,1306,Wochenblick,2021,2
10,1307,Wochenblick,Wochenblick,2
3,1307,Wochenblick,2021,2
94,1308,substack.com,substack.com,2
3,1308,substack.com,2021,2
30,1309,NachDenkSeiten,NachDenkSeiten,2
11,1309,NachDenkSeiten,2020,2
16,1310,Rubikon,Rubikon,2
11,1310,Rubikon,2020,2
6,1311,tp - Science & Technology,tp - Science & Technology,2
3,1311,tp - Science & Technology,2021,2
27,1312,Die Ostschweiz,Die Ostschweiz,2
3,1312,Die Ostschweiz,2021,2
27,1313,Die Ostschweiz,Die Ostschweiz,2
11,1313,Die Ostschweiz,2020,2
6,1314,tp - Science & Technology,tp - Science & Technology,2
3,1314,tp - Science & Technology,2021,2
27,1315,Die Ostschweiz,Die Ostschweiz,2
3,1315,Die Ostschweiz,2021,2
23,1316,Tagesanzeiger,Tagesanzeiger,2
3,1316,Tagesanzeiger,2021,2
54,1317,Tichys Einblick,Tichys Einblick,2
3,1317,Tichys Einblick,2021,2
41,1318,Report24,Report24,2
3,1318,Report24,2021,2
265,1319,Uncut-News,Uncut-News,2
3,1319,Uncut-News,2021,2
39,1320,multipolar,multipolar,2
3,1320,multipolar,2021,2
49,1321,reitschuster,reitschuster,2
11,1321,reitschuster,2020,2
1323,1322,BioNTech,BioNTech,2
11,1322,BioNTech,2020,2
30,1324,NachDenkSeiten,NachDenkSeiten,2
3,1324,NachDenkSeiten,2021,2
27,1325,Die Ostschweiz,Die Ostschweiz,2
3,1325,Die Ostschweiz,2021,2
19,1326,Epoch Times,Epoch Times,2
3,1326,Epoch Times,2021,2
49,1327,reitschuster,reitschuster,2
3,1327,reitschuster,2021,2
8,1328,RT DE,RT DE,2
3,1328,RT DE,2021,2
16,1329,Rubikon,Rubikon,2
3,1329,Rubikon,2021,2
10,1330,Wochenblick,Wochenblick,2
3,1330,Wochenblick,2021,2
2,1331,ScienceFiles,ScienceFiles,2
3,1331,ScienceFiles,2021,2
84,1332,2020 News,2020 News,2
3,1332,2020 News,2021,2
37,1333,Corona Transition,Corona Transition,2
3,1333,Corona Transition,2021,2
2,1334,ScienceFiles,ScienceFiles,2
3,1334,ScienceFiles,2021,2
80,1335,INFOsperber,INFOsperber,2
11,1335,INFOsperber,2020,2
41,1336,Report24,Report24,2
3,1336,Report24,2021,2
10,1337,Wochenblick,Wochenblick,2
3,1337,Wochenblick,2021,2
80,1338,INFOsperber,INFOsperber,2
3,1338,INFOsperber,2021,2
436,1339,Pharmazeutische Zeitung,Pharmazeutische Zeitung,2
3,1339,Pharmazeutische Zeitung,2021,2
10,1340,Wochenblick,Wochenblick,2
3,1340,Wochenblick,2021,2
450,1341,tagesschau.de,tagesschau.de,2
3,1341,tagesschau.de,2021,2
16,1342,Rubikon,Rubikon,2
3,1342,Rubikon,2021,2
6,1343,tp - Science & Technology,tp - Science & Technology,2
3,1343,tp - Science & Technology,2021,2
30,1344,NachDenkSeiten,NachDenkSeiten,2
3,1344,NachDenkSeiten,2021,2
10,1345,Wochenblick,Wochenblick,2
11,1345,Wochenblick,2020,2
27,1346,Die Ostschweiz,Die Ostschweiz,2
3,1346,Die Ostschweiz,2021,2
8,1347,RT DE,RT DE,2
3,1347,RT DE,2021,2
358,1348,Jouwatch,Jouwatch,2
11,1348,Jouwatch,2020,2
46,1349,NZZ,NZZ,2
11,1349,NZZ,2020,2
99,1350,Telepolis,Telepolis,2
3,1350,Telepolis,2021,2
817,1351,BAG,BAG,2
3,1351,BAG,2021,2
512,1352,ntv,ntv,2
3,1352,ntv,2021,2
2,1353,ScienceFiles,ScienceFiles,2
3,1353,ScienceFiles,2021,2
84,1354,2020 News,2020 News,2
3,1354,2020 News,2021,2
159,1355,Weltwoche daily,Weltwoche daily,2
3,1355,Weltwoche daily,2021,2
131,1356,linth24,linth24,2
11,1356,linth24,2020,2
84,1357,2020 News,2020 News,2
3,1357,2020 News,2021,2
947,1358,Frankfurter Rundschau,Frankfurter Rundschau,2
3,1358,Frankfurter Rundschau,2021,2
131,1359,linth24,linth24,2
3,1359,linth24,2021,2
8,1360,RT DE,RT DE,2
3,1360,RT DE,2021,2
8,1361,RT DE,RT DE,2
3,1361,RT DE,2021,2
6,1362,tp - Science & Technology,tp - Science & Technology,2
3,1362,tp - Science & Technology,2021,2
6,1363,tp - Science & Technology,tp - Science & Technology,2
3,1363,tp - Science & Technology,2021,2
10,1364,Wochenblick,Wochenblick,2
3,1364,Wochenblick,2021,2
37,1365,Corona Transition,Corona Transition,2
3,1365,Corona Transition,2021,2
80,1366,INFOsperber,INFOsperber,2
11,1366,INFOsperber,2020,2
10,1367,Wochenblick,Wochenblick,2
3,1367,Wochenblick,2021,2
288,1368,Deutsches Ärzteblatt,Deutsches Ärzteblatt,2
11,1368,Deutsches Ärzteblatt,2020,2
6,1369,tp - Science & Technology,tp - Science & Technology,2
3,1369,tp - Science & Technology,2021,2
2,1370,ScienceFiles,ScienceFiles,2
3,1370,ScienceFiles,2021,2
8,1371,RT DE,RT DE,2
11,1371,RT DE,2020,2
145,1372,Nordkurier,Nordkurier,2
3,1372,Nordkurier,2021,2
183,1373,corona-blog.net,corona-blog.net,2
3,1373,corona-blog.net,2021,2
183,1374,corona-blog.net,corona-blog.net,2
3,1374,corona-blog.net,2021,2
6,1375,tp - Science & Technology,tp - Science & Technology,2
3,1375,tp - Science & Technology,2021,2
41,1376,Report24,Report24,2
3,1376,Report24,2021,2
131,1377,linth24,linth24,2
3,1377,linth24,2021,2
19,1378,Epoch Times,Epoch Times,2
3,1378,Epoch Times,2021,2
41,1379,Report24,Report24,2
3,1379,Report24,2021,2
6,1380,tp - Science & Technology,tp - Science & Technology,2
3,1380,tp - Science & Technology,2021,2
1382,1381,Global Research Collaboration for Infectious Disease Preparedness,Global Research Collaboration for Infectious Disease Preparedness,2
11,1381,Global Research Collaboration for Infectious Disease Preparedness,2020,2
131,1383,linth24,linth24,2
3,1383,linth24,2021,2
27,1384,Die Ostschweiz,Die Ostschweiz,2
3,1384,Die Ostschweiz,2021,2
6,1385,tp - Science & Technology,tp - Science & Technology,2
3,1385,tp - Science & Technology,2021,2
13,1386,Achgut.com,Achgut.com,2
3,1386,Achgut.com,2021,2
54,1387,Tichys Einblick,Tichys Einblick,2
3,1387,Tichys Einblick,2021,2
37,1388,Corona Transition,Corona Transition,2
3,1388,Corona Transition,2021,2
46,1389,NZZ,NZZ,2
11,1389,NZZ,2020,2
19,1390,Epoch Times,Epoch Times,2
3,1390,Epoch Times,2021,2
27,1391,Die Ostschweiz,Die Ostschweiz,2
11,1391,Die Ostschweiz,2020,2
183,1392,corona-blog.net,corona-blog.net,2
3,1392,corona-blog.net,2021,2
8,1393,RT DE,RT DE,2
3,1393,RT DE,2021,2
19,1394,Epoch Times,Epoch Times,2
3,1394,Epoch Times,2021,2
19,1395,Epoch Times,Epoch Times,2
3,1395,Epoch Times,2021,2
6,1396,tp - Science & Technology,tp - Science & Technology,2
3,1396,tp - Science & Technology,2021,2
10,1397,Wochenblick,Wochenblick,2
3,1397,Wochenblick,2021,2
512,1398,ntv,ntv,2
3,1398,ntv,2021,2
37,1399,Corona Transition,Corona Transition,2
3,1399,Corona Transition,2021,2
2,1400,ScienceFiles,ScienceFiles,2
3,1400,ScienceFiles,2021,2
19,1401,Epoch Times,Epoch Times,2
3,1401,Epoch Times,2021,2
1140,1402,Verfassungsfreunde,Verfassungsfreunde,2
3,1402,Verfassungsfreunde,2021,2
19,1403,Epoch Times,Epoch Times,2
3,1403,Epoch Times,2021,2
92,1404,Focus Online,Focus Online,2
3,1404,Focus Online,2021,2
37,1405,Corona Transition,Corona Transition,2
3,1405,Corona Transition,2021,2
49,1406,reitschuster,reitschuster,2
3,1406,reitschuster,2021,2
37,1407,Corona Transition,Corona Transition,2
3,1407,Corona Transition,2021,2
268,1408,SRF,SRF,2
11,1408,SRF,2020,2
817,1409,BAG,BAG,2
11,1409,BAG,2020,2
27,1410,Die Ostschweiz,Die Ostschweiz,2
3,1410,Die Ostschweiz,2021,2
10,1411,Wochenblick,Wochenblick,2
3,1411,Wochenblick,2021,2
84,1412,2020 News,2020 News,2
3,1412,2020 News,2021,2
92,1413,Focus Online,Focus Online,2
3,1413,Focus Online,2021,2
49,1414,reitschuster,reitschuster,2
3,1414,reitschuster,2021,2
30,1415,NachDenkSeiten,NachDenkSeiten,2
11,1415,NachDenkSeiten,2020,2
8,1416,RT DE,RT DE,2
11,1416,RT DE,2020,2
19,1417,Epoch Times,Epoch Times,2
3,1417,Epoch Times,2021,2
27,1418,Die Ostschweiz,Die Ostschweiz,2
3,1418,Die Ostschweiz,2021,2
80,1419,INFOsperber,INFOsperber,2
3,1419,INFOsperber,2021,2
84,1420,2020 News,2020 News,2
11,1420,2020 News,2020,2
99,1421,Telepolis,Telepolis,2
11,1421,Telepolis,2020,2
491,1422,WHO,WHO,2
11,1422,WHO,2020,2
49,1423,reitschuster,reitschuster,2
3,1423,reitschuster,2021,2
19,1424,Epoch Times,Epoch Times,2
3,1424,Epoch Times,2021,2
1426,1425,eingeSCHENKt.tv,eingeSCHENKt.tv,2
3,1425,eingeSCHENKt.tv,2021,2
92,1427,Focus Online,Focus Online,2
3,1427,Focus Online,2021,2
253,1428,Swiss Policy Research,Swiss Policy Research,2
3,1428,Swiss Policy Research,2021,2
1430,1429,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,2
11,1429,Bill & Melinda Gates Foundation,2020,2
49,1431,reitschuster,reitschuster,2
3,1431,reitschuster,2021,2
8,1432,RT DE,RT DE,2
3,1432,RT DE,2021,2
1229,1433,FASSADENKRATZER,FASSADENKRATZER,2
3,1433,FASSADENKRATZER,2021,2
109,1434,Berliner Zeitung,Berliner Zeitung,2
3,1434,Berliner Zeitung,2021,2
30,1435,NachDenkSeiten,NachDenkSeiten,2
11,1435,NachDenkSeiten,2020,2
1437,1436,The Washington Times,The Washington Times,2
11,1436,The Washington Times,2020,2
19,1438,Epoch Times,Epoch Times,2
3,1438,Epoch Times,2021,2
6,1439,tp - Science & Technology,tp - Science & Technology,2
3,1439,tp - Science & Technology,2021,2
1441,1440,KenFM,KenFM,2
11,1440,KenFM,2020,2
94,1442,substack.com,substack.com,2
11,1442,substack.com,2020,2
183,1443,corona-blog.net,corona-blog.net,2
3,1443,corona-blog.net,2021,2
265,1444,Uncut-News,Uncut-News,2
3,1444,Uncut-News,2021,2
19,1445,Epoch Times,Epoch Times,2
3,1445,Epoch Times,2021,2
80,1446,INFOsperber,INFOsperber,2
3,1446,INFOsperber,2021,2
8,1447,RT DE,RT DE,2
3,1447,RT DE,2021,2
82,1448,In$ide Paradeplatz,In$ide Paradeplatz,2
11,1448,In$ide Paradeplatz,2020,2
19,1449,Epoch Times,Epoch Times,2
3,1449,Epoch Times,2021,2
133,1450,Deutsche Apotheker Zeitung,Deutsche Apotheker Zeitung,2
1451,1450,Deutsche Apotheker Zeitung,2015,2
27,1452,Die Ostschweiz,Die Ostschweiz,2
3,1452,Die Ostschweiz,2021,2
10,1453,Wochenblick,Wochenblick,2
3,1453,Wochenblick,2021,2
10,1454,Wochenblick,Wochenblick,2
11,1454,Wochenblick,2020,2
8,1455,RT DE,RT DE,2
3,1455,RT DE,2021,2
6,1456,tp - Science & Technology,tp - Science & Technology,2
3,1456,tp - Science & Technology,2021,2
183,1457,corona-blog.net,corona-blog.net,2
3,1457,corona-blog.net,2021,2
891,1458,The Lancet,The Lancet,2
11,1458,The Lancet,2020,2
10,1459,Wochenblick,Wochenblick,2
3,1459,Wochenblick,2021,2
8,1460,RT DE,RT DE,2
3,1460,RT DE,2021,2
19,1461,Epoch Times,Epoch Times,2
3,1461,Epoch Times,2021,2
660,1462,SVP Schweiz,SVP Schweiz,2
3,1462,SVP Schweiz,2021,2
43,1463,medinside.ch,medinside.ch,2
11,1463,medinside.ch,2020,2
46,1464,NZZ,NZZ,2
3,1464,NZZ,2021,2
131,1465,linth24,linth24,2
3,1465,linth24,2021,2
41,1466,Report24,Report24,2
3,1466,Report24,2021,2
436,1467,Pharmazeutische Zeitung,Pharmazeutische Zeitung,2
11,1467,Pharmazeutische Zeitung,2020,2
37,1468,Corona Transition,Corona Transition,2
3,1468,Corona Transition,2021,2
268,1469,SRF,SRF,2
11,1469,SRF,2020,2
82,1470,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1470,In$ide Paradeplatz,2021,2
1472,1471,European Medicines Agency,European Medicines Agency,2
3,1471,European Medicines Agency,2021,2
13,1473,Achgut.com,Achgut.com,2
3,1473,Achgut.com,2021,2
462,1474,Nau,Nau,2
3,1474,Nau,2021,2
446,1475,Deutschlandfunk,Deutschlandfunk,2
3,1475,Deutschlandfunk,2021,2
375,1476,Vera Lengsfeld,Vera Lengsfeld,2
3,1476,Vera Lengsfeld,2021,2
2,1477,ScienceFiles,ScienceFiles,2
11,1477,ScienceFiles,2020,2
37,1478,Corona Transition,Corona Transition,2
3,1478,Corona Transition,2021,2
1480,1479,arte,arte,2
3,1479,arte,2021,2
19,1481,Epoch Times,Epoch Times,2
3,1481,Epoch Times,2021,2
37,1482,Corona Transition,Corona Transition,2
3,1482,Corona Transition,2021,2
16,1483,Rubikon,Rubikon,2
3,1483,Rubikon,2021,2
49,1484,reitschuster,reitschuster,2
3,1484,reitschuster,2021,2
84,1485,2020 News,2020 News,2
3,1485,2020 News,2021,2
131,1486,linth24,linth24,2
3,1486,linth24,2021,2
39,1487,multipolar,multipolar,2
11,1487,multipolar,2020,2
6,1488,tp - Science & Technology,tp - Science & Technology,2
3,1488,tp - Science & Technology,2021,2
27,1489,Die Ostschweiz,Die Ostschweiz,2
3,1489,Die Ostschweiz,2021,2
6,1490,tp - Science & Technology,tp - Science & Technology,2
3,1490,tp - Science & Technology,2021,2
49,1491,reitschuster,reitschuster,2
3,1491,reitschuster,2021,2
268,1492,SRF,SRF,2
11,1492,SRF,2020,2
37,1493,Corona Transition,Corona Transition,2
3,1493,Corona Transition,2021,2
84,1494,2020 News,2020 News,2
3,1494,2020 News,2021,2
37,1495,Corona Transition,Corona Transition,2
3,1495,Corona Transition,2021,2
46,1496,NZZ,NZZ,2
3,1496,NZZ,2021,2
10,1497,Wochenblick,Wochenblick,2
3,1497,Wochenblick,2021,2
313,1498,tagblatt.ch,tagblatt.ch,2
11,1498,tagblatt.ch,2020,2
19,1499,Epoch Times,Epoch Times,2
3,1499,Epoch Times,2021,2
10,1500,Wochenblick,Wochenblick,2
11,1500,Wochenblick,2020,2
27,1501,Die Ostschweiz,Die Ostschweiz,2
11,1501,Die Ostschweiz,2020,2
43,1502,medinside.ch,medinside.ch,2
3,1502,medinside.ch,2021,2
43,1503,medinside.ch,medinside.ch,2
3,1503,medinside.ch,2021,2
6,1504,tp - Science & Technology,tp - Science & Technology,2
3,1504,tp - Science & Technology,2021,2
8,1505,RT DE,RT DE,2
3,1505,RT DE,2021,2
159,1506,Weltwoche daily,Weltwoche daily,2
3,1506,Weltwoche daily,2021,2
159,1507,Weltwoche daily,Weltwoche daily,2
3,1507,Weltwoche daily,2021,2
19,1508,Epoch Times,Epoch Times,2
3,1508,Epoch Times,2021,2
27,1509,Die Ostschweiz,Die Ostschweiz,2
11,1509,Die Ostschweiz,2020,2
10,1510,Wochenblick,Wochenblick,2
3,1510,Wochenblick,2021,2
84,1511,2020 News,2020 News,2
3,1511,2020 News,2021,2
84,1512,2020 News,2020 News,2
11,1512,2020 News,2020,2
49,1513,reitschuster,reitschuster,2
3,1513,reitschuster,2021,2
8,1514,RT DE,RT DE,2
3,1514,RT DE,2021,2
19,1515,Epoch Times,Epoch Times,2
3,1515,Epoch Times,2021,2
27,1516,Die Ostschweiz,Die Ostschweiz,2
3,1516,Die Ostschweiz,2021,2
6,1517,tp - Science & Technology,tp - Science & Technology,2
3,1517,tp - Science & Technology,2021,2
16,1518,Rubikon,Rubikon,2
3,1518,Rubikon,2021,2
1520,1519,Universität Hamburg,Universität Hamburg,2
3,1519,Universität Hamburg,2021,2
13,1521,Achgut.com,Achgut.com,2
3,1521,Achgut.com,2021,2
8,1522,RT DE,RT DE,2
3,1522,RT DE,2021,2
82,1523,In$ide Paradeplatz,In$ide Paradeplatz,2
11,1523,In$ide Paradeplatz,2020,2
49,1524,reitschuster,reitschuster,2
3,1524,reitschuster,2021,2
6,1525,tp - Science & Technology,tp - Science & Technology,2
3,1525,tp - Science & Technology,2021,2
37,1526,Corona Transition,Corona Transition,2
3,1526,Corona Transition,2021,2
27,1527,Die Ostschweiz,Die Ostschweiz,2
11,1527,Die Ostschweiz,2020,2
37,1528,Corona Transition,Corona Transition,2
3,1528,Corona Transition,2021,2
1530,1529,MDPI,MDPI,2
3,1529,MDPI,2021,2
27,1531,Die Ostschweiz,Die Ostschweiz,2
3,1531,Die Ostschweiz,2021,2
54,1532,Tichys Einblick,Tichys Einblick,2
3,1532,Tichys Einblick,2021,2
41,1533,Report24,Report24,2
3,1533,Report24,2021,2
72,1534,Die Welt,Die Welt,2
3,1534,Die Welt,2021,2
710,1535,bitchute,bitchute,2
11,1535,bitchute,2020,2
41,1536,Report24,Report24,2
3,1536,Report24,2021,2
617,1537,Kinder-Maskenpetition,Kinder-Maskenpetition,2
3,1537,Kinder-Maskenpetition,2021,2
19,1538,Epoch Times,Epoch Times,2
3,1538,Epoch Times,2021,2
27,1539,Die Ostschweiz,Die Ostschweiz,2
3,1539,Die Ostschweiz,2021,2
8,1540,RT DE,RT DE,2
3,1540,RT DE,2021,2
2,1541,ScienceFiles,ScienceFiles,2
3,1541,ScienceFiles,2021,2
8,1542,RT DE,RT DE,2
3,1542,RT DE,2021,2
183,1543,corona-blog.net,corona-blog.net,2
3,1543,corona-blog.net,2021,2
82,1544,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1544,In$ide Paradeplatz,2021,2
8,1545,RT DE,RT DE,2
3,1545,RT DE,2021,2
131,1546,linth24,linth24,2
11,1546,linth24,2020,2
27,1547,Die Ostschweiz,Die Ostschweiz,2
11,1547,Die Ostschweiz,2020,2
37,1548,Corona Transition,Corona Transition,2
3,1548,Corona Transition,2021,2
19,1549,Epoch Times,Epoch Times,2
3,1549,Epoch Times,2021,2
8,1550,RT DE,RT DE,2
3,1550,RT DE,2021,2
6,1551,tp - Science & Technology,tp - Science & Technology,2
3,1551,tp - Science & Technology,2021,2
37,1552,Corona Transition,Corona Transition,2
3,1552,Corona Transition,2021,2
49,1553,reitschuster,reitschuster,2
3,1553,reitschuster,2021,2
13,1554,Achgut.com,Achgut.com,2
11,1554,Achgut.com,2020,2
72,1555,Die Welt,Die Welt,2
11,1555,Die Welt,2020,2
27,1556,Die Ostschweiz,Die Ostschweiz,2
3,1556,Die Ostschweiz,2021,2
80,1557,INFOsperber,INFOsperber,2
11,1557,INFOsperber,2020,2
350,1558,kenFM,kenFM,2
3,1558,kenFM,2021,2
27,1559,Die Ostschweiz,Die Ostschweiz,2
3,1559,Die Ostschweiz,2021,2
2,1560,ScienceFiles,ScienceFiles,2
3,1560,ScienceFiles,2021,2
27,1561,Die Ostschweiz,Die Ostschweiz,2
3,1561,Die Ostschweiz,2021,2
27,1562,Die Ostschweiz,Die Ostschweiz,2
3,1562,Die Ostschweiz,2021,2
131,1563,linth24,linth24,2
3,1563,linth24,2021,2
512,1564,ntv,ntv,2
11,1564,ntv,2020,2
6,1565,tp - Science & Technology,tp - Science & Technology,2
3,1565,tp - Science & Technology,2021,2
1567,1566,züriost,züriost,2
3,1566,züriost,2021,2
27,1568,Die Ostschweiz,Die Ostschweiz,2
3,1568,Die Ostschweiz,2021,2
37,1569,Corona Transition,Corona Transition,2
3,1569,Corona Transition,2021,2
265,1570,Uncut-News,Uncut-News,2
3,1570,Uncut-News,2021,2
27,1571,Die Ostschweiz,Die Ostschweiz,2
11,1571,Die Ostschweiz,2020,2
19,1572,Epoch Times,Epoch Times,2
3,1572,Epoch Times,2021,2
46,1573,NZZ,NZZ,2
11,1573,NZZ,2020,2
6,1574,tp - Science & Technology,tp - Science & Technology,2
3,1574,tp - Science & Technology,2021,2
19,1575,Epoch Times,Epoch Times,2
3,1575,Epoch Times,2021,2
41,1576,Report24,Report24,2
3,1576,Report24,2021,2
10,1577,Wochenblick,Wochenblick,2
3,1577,Wochenblick,2021,2
8,1578,RT DE,RT DE,2
3,1578,RT DE,2021,2
30,1579,NachDenkSeiten,NachDenkSeiten,2
11,1579,NachDenkSeiten,2020,2
512,1580,ntv,ntv,2
3,1580,ntv,2021,2
109,1581,Berliner Zeitung,Berliner Zeitung,2
3,1581,Berliner Zeitung,2021,2
6,1582,tp - Science & Technology,tp - Science & Technology,2
3,1582,tp - Science & Technology,2021,2
30,1583,NachDenkSeiten,NachDenkSeiten,2
11,1583,NachDenkSeiten,2020,2
2,1584,ScienceFiles,ScienceFiles,2
3,1584,ScienceFiles,2021,2
19,1585,Epoch Times,Epoch Times,2
3,1585,Epoch Times,2021,2
37,1586,Corona Transition,Corona Transition,2
3,1586,Corona Transition,2021,2
10,1587,Wochenblick,Wochenblick,2
3,1587,Wochenblick,2021,2
1140,1588,Verfassungsfreunde,Verfassungsfreunde,2
3,1588,Verfassungsfreunde,2021,2
49,1589,reitschuster,reitschuster,2
11,1589,reitschuster,2020,2
19,1590,Epoch Times,Epoch Times,2
3,1590,Epoch Times,2021,2
1065,1591,Prof. Harald Walach,Prof. Harald Walach,2
3,1591,Prof. Harald Walach,2021,2
1065,1592,Prof. Harald Walach,Prof. Harald Walach,2
3,1592,Prof. Harald Walach,2021,2
41,1593,Report24,Report24,2
3,1593,Report24,2021,2
313,1594,tagblatt.ch,tagblatt.ch,2
11,1594,tagblatt.ch,2020,2
1596,1595,Johns Hopkins Center for Health Security,Johns Hopkins Center for Health Security,2
307,1595,Johns Hopkins Center for Health Security,2019,2
6,1597,tp - Science & Technology,tp - Science & Technology,2
3,1597,tp - Science & Technology,2021,2
8,1598,RT DE,RT DE,2
11,1598,RT DE,2020,2
10,1599,Wochenblick,Wochenblick,2
3,1599,Wochenblick,2021,2
72,1600,Die Welt,Die Welt,2
3,1600,Die Welt,2021,2
436,1601,Pharmazeutische Zeitung,Pharmazeutische Zeitung,2
11,1601,Pharmazeutische Zeitung,2020,2
49,1602,reitschuster,reitschuster,2
3,1602,reitschuster,2021,2
1323,1603,BioNTech,BioNTech,2
307,1603,BioNTech,2019,2
19,1604,Epoch Times,Epoch Times,2
11,1604,Epoch Times,2020,2
1136,1605,comm4u,comm4u,2
11,1605,comm4u,2020,2
27,1606,Die Ostschweiz,Die Ostschweiz,2
3,1606,Die Ostschweiz,2021,2
72,1607,Die Welt,Die Welt,2
3,1607,Die Welt,2021,2
10,1608,Wochenblick,Wochenblick,2
3,1608,Wochenblick,2021,2
49,1609,reitschuster,reitschuster,2
3,1609,reitschuster,2021,2
10,1610,Wochenblick,Wochenblick,2
3,1610,Wochenblick,2021,2
6,1611,tp - Science & Technology,tp - Science & Technology,2
3,1611,tp - Science & Technology,2021,2
92,1612,Focus Online,Focus Online,2
3,1612,Focus Online,2021,2
368,1613,odysee,odysee,2
3,1613,odysee,2021,2
468,1614,aargau-zuerich.ch,aargau-zuerich.ch,2
3,1614,aargau-zuerich.ch,2021,2
313,1615,tagblatt.ch,tagblatt.ch,2
11,1615,tagblatt.ch,2020,2
82,1616,In$ide Paradeplatz,In$ide Paradeplatz,2
